date,block_size_total,fee_ratio_multiple,fees_total,gas_price_mean,asol,cdd,dormancy,liveliness,nupl,nvt_ratio,nvt_signal,sopr,velocity,difficulty,market_cap_to_thermocap_ratio,miner_revenue_fees,miner_revenue_total,thermocap,issuance,exchange_deposits,exchange_withdrawals,exchanges_net_flow_volume,external_contract_calls,internal_contract_calls,transaction_count,transaction_rate,transfer_volume_sum,active_addresses,new_addresses,total_addresses,price
1/01/2016,4321262,1666.73941,15.65089494,54747565393,8.92381827,12464247.8,36.17567539,0.182093453,-1.230458541,221.061603,203.3399519,0.897096807,0.004523626,8.35919E+12,2.39E-07,0.000599974,26085.96339,3941867.029,26070.3125,2397,98,-34023.73923,1096,3712,8232,0.095277778,344547.7566,2350,115,35676,0.942284869
2/01/2016,4858390,1415.473251,19.35979081,53323453178,10.3676636,7144353.263,27.55883732,0.181952608,-1.246289124,293.9116663,201.5214804,0.857861717,0.003402383,8.20454E+12,2.36E-07,0.000706477,27403.26604,3967932.536,27383.90625,2505,104,-23120.8907,1766,5825,9164,0.106064815,259240.01,2410,132,35808,0.935231077
3/01/2016,4903207,1424.042503,19.44831668,53342341402,9.730130889,10157711.48,27.39256689,0.181289163,-1.15579564,205.5480838,208.3135603,0.926824175,0.004865042,8.36124E+12,2.44E-07,0.000702226,27695.22957,3994465.153,27675.78125,2520,114,-44732.33809,1716,6045,9258,0.107152778,370819.9935,2454,144,35952,0.973900073
4/01/2016,5000778,1287.7231,21.3104319,54038066808,10.12756306,1269191.917,8.234796628,0.180697365,-1.218923926,494.7187429,203.5241013,0.973759303,0.002021351,8.19454E+12,2.35E-07,0.000776564,27441.93543,4020529.313,27420.625,2445,142,-30057.10358,1904,6663,9469,0.109594907,154125.4719,2537,161,36113,0.946148092
5/01/2016,7155015,462.2468309,60.3564445,57078526509,12.02751559,35894662.15,34.63763852,0.180954505,-1.201977558,73.60540826,200.128389,0.978297787,0.013585958,8.51577E+12,2.35E-07,0.002163346,27899.57519,4047047.739,27839.21875,2489,71,318007.6251,8763,26753,16424,0.190092593,1036290.685,2533,147,36260,0.953069585
6/01/2016,7902225,416.2088047,66.53391845,53724486418,13.30999773,49233422.91,188.004225,0.183405206,-1.196006555,291.3775994,199.9142594,0.834836482,0.003431973,8.56898E+12,2.34E-07,0.00240264,27692.00267,4073316.421,27625.46875,2552,91,2652.704215,9075,24346,17059,0.19744213,261874.0238,2645,227,36487,0.953449068
7/01/2016,7718921,413.5112449,65.5065476,53273537581,14.32996284,12239942.66,34.94831577,0.184673061,-1.217827347,217.9461607,196.8020346,0.892168669,0.004588289,8.08836E+12,2.30E-07,0.002418314,27087.69405,4099073.402,27022.1875,2497,151,-75877.05992,13877,40875,22063,0.255358796,350229.8291,2683,181,36668,0.94360301
8/01/2016,5588918,1075.750404,26.04950754,53800517545,10.12948108,3143188.108,16.01269659,0.184269504,-1.114496629,389.0054789,205.7176624,0.94864952,0.002570658,8.49616E+12,2.40E-07,0.000929584,28022.76826,4126149.134,27996.71875,2512,165,-63020.75543,2400,6394,10916,0.126342593,196293.4906,2610,188,36856,0.989209564
9/01/2016,6166658,703.1734825,39.30051752,53277018400,14.8821116,2084626.68,9.890121513,0.183344205,-1.118969229,362.4030757,204.6304705,0.984259139,0.002759358,8.47856E+12,2.38E-07,0.001422124,27635.08177,4153269.743,27595.78125,2444,149,-312.4615452,3682,8689,11774,0.136273148,210778.6722,2624,244,37100,0.986923425
10/01/2016,5315621,1037.538557,26.32605277,53104731714,8.528045094,2539781.189,18.02517379,0.182323292,-1.084984896,542.3214906,208.1609459,0.890139327,0.001843925,8.51074E+12,2.40E-07,0.00096382,27314.2948,4180256.128,27287.96875,2597,158,509.3922163,2131,6209,10320,0.119444444,140901.8975,2797,219,37319,1.002572874
11/01/2016,5403609,1059.46267,25.51356511,53940328769,10.42503668,18472473.87,36.61123466,0.1821179,-0.962564126,151.501323,219.114692,0.809196579,0.006600602,9.03204E+12,2.53E-07,0.000943875,27030.66982,4208224.439,27005.15625,2673,226,-26571.87938,2238,8064,10890,0.126041667,504557.5227,2950,286,37605,1.063551324
12/01/2016,5392622,1011.536534,25.63072227,54526276152,12.83168073,23543225.14,23.77007355,0.182581225,-0.787060568,77.20382351,236.5556319,1.072532726,0.012952726,8.78325E+12,2.75E-07,0.000988595,25926.41197,4237864.361,25900.78125,2766,267,98077.75369,2289,7124,10860,0.125694444,990456.5542,2985,317,37922,1.167405297
13/01/2016,7119076,440.9629322,60.31260944,58256098368,15.1229315,5010068.192,11.83781535,0.182689294,-0.857503537,180.7394036,227.4471823,1.001429052,0.005532828,8.56631E+12,2.63E-07,0.002267764,26595.62511,4267383.106,26535.3125,2722,183,-58933.03533,7758,22928,16158,0.187013889,423225.7426,2815,202,38124,1.123329404
14/01/2016,5405058,1006.34215,26.77617641,55250356301,13.42318784,15888167.28,47.78409853,0.182580547,-0.747943972,230.1374634,240.2019125,0.815059645,0.004345229,9.05117E+12,2.77E-07,0.000993698,26945.99493,4297911.145,26919.21875,2662,162,-36366.86006,2408,6821,10648,0.123240741,332499.0482,2751,202,38326,1.192188481
15/01/2016,5115619,1158.046633,23.16012422,57562550443,17.6707249,35416482.19,37.46278275,0.182934548,-0.741216829,80.97004914,234.0489624,0.969742462,0.012350246,9.21509E+12,2.76E-07,0.000863523,26820.50387,4330964.701,26797.34375,2500,287,-11530.66374,1847,4990,9868,0.114212963,945377.7747,3123,377,38703,1.196404993
16/01/2016,4881399,1171.985607,22.65025706,55150540726,13.14454014,14313934.68,25.05867316,0.184143154,-0.725706233,134.0538482,232.1250835,0.954362814,0.007459689,9.19158E+12,2.77E-07,0.000853253,26545.77526,4363744.632,26523.125,2839,262,-53755.3965,2190,4717,10660,0.12337963,571216.7834,2662,263,38966,1.206682936
17/01/2016,4464778,1562.050976,17.0397022,53477721574,10.43923284,16803598.75,45.29817938,0.183840941,-0.574931453,206.4949935,252.6818673,1.066821416,0.004842732,9.04365E+12,3.00E-07,0.000640184,26616.88345,4396635.855,26599.84375,2719,166,-71207.53645,1713,2924,9743,0.112766204,370955.2785,2578,267,39233,1.320453764
18/01/2016,5359464,861.9696255,30.91880998,53945900879,12.09963525,97941161.03,43.22322127,0.187973676,-0.46487274,33.81690549,251.0137284,1.118881585,0.029571009,9.70603E+12,3.20E-07,0.001160134,26651.07506,4434237.209,26620.15625,2855,349,307150.7129,4060,6074,12916,0.149490741,2265938.497,3050,380,39613,1.418871088
19/01/2016,5502641,734.41887,35.57695823,53767376718,13.72363977,35217374.73,28.38450441,0.192235899,-0.534115223,61.78089261,232.0107297,1.077226079,0.016186234,9.48483E+12,3.04E-07,0.001361621,26128.38946,4469872.737,26092.8125,2555,264,115009.8349,5347,12102,13416,0.155277778,1240725.369,2844,297,39910,1.357560604
20/01/2016,4831186,1396.982399,19.01349187,55721616549,16.92264147,26429600.57,44.03705412,0.192478396,-0.354962294,127.7638107,258.0248956,0.99119068,0.007826943,9.59087E+12,3.40E-07,0.000715829,26561.51349,4508549.778,26542.5,2857,212,-23127.36298,1731,5658,10609,0.122789352,600167.3158,3349,409,40319,1.531316648
21/01/2016,4682773,1278.061963,20.29597583,60639283859,10.53323478,13502803.71,27.27733782,0.193527438,-0.340376469,154.9547881,258.8577111,1.092342158,0.006453495,9.7124E+12,3.40E-07,0.000782435,25939.51473,4548017.663,25919.21875,3235,238,-107014.1764,1313,4551,10728,0.124166667,495019.1178,2900,341,40660,1.548060677
22/01/2016,5144050,843.0104,31.18132507,56195249052,11.15768868,64578454.92,70.26845989,0.194013834,-0.378910387,83.49267654,244.3137148,1.177954242,0.011977098,9.99031E+12,3.29E-07,0.001186225,26286.18133,4587992.266,26255,3160,203,-49638.84463,4558,13940,13845,0.160243056,919024.7661,2976,339,40999,1.508142891
23/01/2016,4463583,1479.229685,17.43280341,55504259187,12.57345903,46240900.07,40.42635885,0.197849036,-0.049589197,67.10575636,305.2129306,1.124520441,0.014901851,9.82005E+12,4.24E-07,0.000676028,25787.1203,4633251.273,25769.6875,3084,346,-196636.4394,948,2606,11020,0.127546296,1143830.446,3408,531,41530,1.964979277
24/01/2016,5131159,1148.838419,23.73088258,58951408559,18.84612626,78249028.78,40.74421332,0.202343333,0.041559404,39.98181463,309.4450056,1.25096875,0.025011371,1.06738E+13,4.59E-07,0.000870444,27262.94963,4691614.178,27239.21875,3430,432,182128.8973,2429,4709,12793,0.14806713,1920494.284,3820,696,42226,2.155134788
25/01/2016,6515705,640.4622167,40.19124286,56752420983,16.51996443,76523585.11,35.7690055,0.20583491,0.17273052,35.90313865,334.529136,1.21246712,0.027852718,1.0194E+13,5.25E-07,0.001561372,25740.97249,4750775.423,25700.78125,3402,469,137096.8883,6369,13164,17111,0.198043981,2139382.519,4035,783,43009,2.492803543
26/01/2016,6328336,713.0541393,37.89805755,58955359850,16.88185721,54982784.82,38.04743239,0.210305892,0.079404605,53.17065768,287.7109884,1.205449386,0.018807366,1.0866E+13,4.69E-07,0.001402418,27023.36681,4820205.036,26985.46875,3694,518,68282.46884,4768,10233,16508,0.191064815,1445111.572,4326,892,43901,2.261930685
27/01/2016,7804066,460.1006664,56.86014672,58687046251,16.06584223,43956523.11,37.32183613,0.212689415,0.133417464,65.26203324,293.5071947,1.187779172,0.015322845,1.05822E+13,4.92E-07,0.002173437,26161.3914,4882942.064,26104.53125,3420,529,-175078.2477,8070,27802,18727,0.216747685,1177769.576,4051,727,44628,2.403197956
28/01/2016,7204798,643.2509529,41.35601104,56180261528,8.390908252,44316002.22,48.06936358,0.214013912,0.176780686,83.40244393,304.0185952,1.198233956,0.011990056,1.07476E+13,5.11E-07,0.001554603,26602.29351,4949151.94,26560.9375,3456,327,28297.27529,5310,48910,16754,0.193912037,921917.8063,4459,963,45591,2.529142645
29/01/2016,6512690,700.3846181,37.41034343,59508641167,10.98580689,51124939.16,59.20799553,0.216713317,0.169240073,89.0771454,292.7965825,1.323092008,0.011226224,1.0905E+13,5.02E-07,0.001427787,26201.62909,5014835.98,26164.21875,3852,345,-89388.9387,4255,22077,16381,0.189594907,863480.324,4313,924,46515,2.515380913
30/01/2016,5915445,740.3072452,35.42928217,67198755701,9.516493118,36369186.05,36.74374268,0.218818834,0.136309315,77.73496654,272.8419605,1.220079394,0.012864224,1.08084E+13,4.79E-07,0.001350791,26228.55428,5080882.767,26193.125,3620,356,321983.3553,2940,13227,14648,0.169537037,989806.2472,4335,957,47472,2.435990838
31/01/2016,5531604,758.9403201,33.88376937,66544976813,10.70439645,24834656.91,22.67737679,0.219789497,0.080665458,70.28233676,248.2168087,1.028737183,0.014228326,1.06659E+13,4.46E-07,0.001317627,25715.75877,5142244.741,25681.875,3680,373,15143.10875,2371,10146,14163,0.163923611,1095129.174,4390,862,48334,2.295792593
1/02/2016,5419680,813.2888003,32.53922742,66170097350,10.46829583,24094642.7,40.16316817,0.220467777,0.039957373,128.3418004,235.8350554,1.206246066,0.007791694,1.08538E+13,4.24E-07,0.001229576,26463.78923,5200850.857,26431.25,3925,288,-27085.58673,1844,7278,14187,0.164201389,599918.8758,4194,642,48976,2.205558396
2/02/2016,5337915,878.8722753,29.46292784,65763607541,9.258410512,44634818.1,72.0770552,0.220979103,0.134351057,124.374053,258.0902577,1.054442881,0.008040262,1.03254E+13,4.63E-07,0.001137822,25894.15043,5258587.538,25864.6875,3703,242,-79778.13537,2537,8410,14279,0.165266204,619265.2845,4161,552,49528,2.436596072
3/02/2016,5508759,985.5845857,27.72917548,64138762372,10.54606456,36432303.04,58.72703268,0.223793742,0.162821815,124.1972192,262.2868056,1.232180248,0.00805171,1.11957E+13,4.73E-07,0.001014626,27329.44793,5324760.349,27301.71875,3907,311,-42817.01492,1904,7797,14269,0.165150463,620366.829,4325,640,50168,2.520148543
4/02/2016,5500691,812.8695574,32.71750186,73409019027,13.66157022,7146198.691,21.65974633,0.223692979,0.178115356,233.6083794,267.2404969,1.13628239,0.004280668,1.13652E+13,4.76E-07,0.00123021,26595.06125,5391889.635,26562.34375,3880,318,-97132.63884,2259,7882,14371,0.166331019,329929.9347,4077,532,50700,2.566421972
5/02/2016,5635634,682.4373839,38.97437149,68267066894,13.60687405,36804977.87,63.84389736,0.224186093,0.16176772,133.7434718,258.7162729,1.261555918,0.007477,1.1292E+13,4.62E-07,0.001465336,26597.56812,5458722.103,26558.59375,3859,299,-148093.7652,2157,7576,15246,0.176458333,576483.8832,4697,740,51440,2.523322577
6/02/2016,8365915,110.4171897,240.7828361,1.31917E+11,11.83643699,6923062.927,29.58424872,0.224393955,0.161402066,329.5872509,259.8729741,1.157864633,0.003034098,1.08795E+13,4.57E-07,0.009056561,26586.56409,5524627.638,26345.78125,3787,205,-72645.07262,19456,76676,31399,0.363414352,234011.7876,3836,490,51930,2.523505489
7/02/2016,5219164,503.3403394,53.12073391,81674346130,15.71836266,90743829.12,101.3341422,0.224371264,0.293479597,86.15828873,300.0670345,1.156385977,0.011606544,1.13891E+13,5.32E-07,0.001986727,26737.80823,5596454.998,26684.6875,3977,353,278703.418,1904,6846,14260,0.165046296,895491.166,4053,497,52427,2.974746064
8/02/2016,5241220,705.8443293,37.81242736,80464718771,14.82305856,69477990.84,47.16070056,0.230985969,0.332147853,52.38915127,302.2409262,1.289225655,0.019087921,1.15558E+13,5.56E-07,0.001416743,26689.68743,5679130.761,26651.875,4130,489,-42814.73012,1752,7356,14704,0.170185185,1473217.955,4492,576,53003,3.155982504
9/02/2016,5218494,528.7225681,50.16692548,1.2451E+11,16.49920134,110464578,70.51297959,0.235257907,0.481952388,49.28370389,359.7034222,1.231373292,0.020290683,1.15997E+13,6.97E-07,0.001891351,26524.38568,5771402.296,26474.21875,4174,611,133370.4091,1774,6399,15515,0.179571759,1566585.026,4755,720,53723,4.024197178
10/02/2016,5488744,445.2826817,58.88424437,1.41409E+11,21.47055737,155940150,80.51735393,0.242407429,0.522526652,39.87824072,359.080011,1.480316249,0.025076332,1.19201E+13,7.54E-07,0.002245764,26220.13424,5884324.61,26161.25,4470,893,-25347.94447,1713,5668,17128,0.198240741,1936727.207,6029,1266,54989,4.435410257
11/02/2016,6422510,570.1271207,46.52354727,66423382207,22.2520616,74439025.54,41.4267392,0.249447302,0.65445271,42.99652712,447.0730418,1.440241846,0.023257692,1.1826E+13,1.01E-06,0.001753995,26524.33605,6014290.591,26477.8125,4692,911,-235046.353,2055,6618,21425,0.247974537,1796883.534,7678,1989,56978,6.061098394
12/02/2016,5891298,802.4053878,33.06554542,62799761220,20.98763613,118236994.2,56.24051553,0.256482391,0.611134692,36.76191705,365.584523,1.522407616,0.027202063,1.1871E+13,9.06E-07,0.001246253,26531.9718,6169668.894,26498.90625,4526,955,334148.879,1949,7590,18089,0.209363426,2102345.49,6480,1477,58455,5.58923791
13/02/2016,6224112,745.3449673,36.11858571,57729244744,17.62339285,37492638.85,29.02091434,0.259380691,0.593181126,59.84369045,333.4557375,1.17298706,0.016710199,1.25858E+13,8.56E-07,0.001341661,26920.80609,6303076.183,26884.6875,4977,662,-6954.581996,2563,9700,19322,0.223634259,1291917.905,6064,1387,59842,5.395889441
14/02/2016,5688385,949.0077955,27.7730443,53479540613,14.15910638,40933851.74,44.51675834,0.260803826,0.579840521,84.10892437,314.3069465,1.270496226,0.011889345,1.26522E+13,8.19E-07,0.001053732,26356.83554,6431634.048,26329.0625,4401,517,-185334.1614,2056,8481,16617,0.192326389,919515.5547,5542,1083,60925,5.269033115
15/02/2016,5605915,854.5401065,30.72534296,56788416456,17.54552308,42602852.83,58.15579903,0.262324928,0.578701799,105.6094415,307.8957661,1.329196297,0.00946885,1.28501E+13,8.04E-07,0.00117022,26256.03784,6574262.52,26225.3125,4559,512,-57417.52448,1870,6024,17148,0.198472222,732564.1388,5680,959,61884,5.287231068
16/02/2016,5667850,795.2982991,33.29452081,55814592783,18.77367948,70649429.45,54.36898348,0.264151347,0.470427732,59.55790104,239.5201222,1.337026285,0.016790384,1.26743E+13,6.45E-07,0.00125739,26479.07577,6701800.006,26445.78125,4584,571,-412136.3109,2047,5189,17522,0.202800926,1299443.634,5680,920,62804,4.320471953
17/02/2016,6144961,626.8510658,41.01939368,54601880947,18.43711069,22173588.85,29.41170103,0.266403036,0.384360617,102.6892588,203.794574,1.074592761,0.009738117,1.24523E+13,5.52E-07,0.001595275,25713.05064,6806607.125,25672.03125,4553,613,-16236.59723,4827,17855,19943,0.230821759,753903.6531,5726,916,63720,3.757025177
18/02/2016,5546265,896.6239288,29.26992335,54513971078,12.4965593,84393973.8,74.91079965,0.268453904,0.476352122,68.74179957,230.5653547,1.23254844,0.01454719,1.21863E+13,6.36E-07,0.001115295,26244.11367,6912597.677,26214.84375,4427,583,-92969.16163,2232,7489,16939,0.196053241,1126592.884,5531,743,64463,4.39386166
19/02/2016,5821479,720.7177443,37.03600329,54608221632,10.77683363,8259657.102,16.72152185,0.2702704,0.513458734,156.837943,243.6453704,1.13835744,0.006376008,1.27199E+13,6.70E-07,0.001387506,26692.50475,7032169.089,26655.46875,4667,419,-149556.4084,2118,5193,18386,0.212800926,493953.6709,5524,779,65242,4.71453007
20/02/2016,5284775,992.3829984,26.7916449,53778238540,9.266904788,8814247.006,7.395428066,0.269438944,0.468598465,65.02259944,216.1330109,0.941212151,0.015379268,1.26195E+13,6.07E-07,0.001007675,26587.57289,7149772.149,26560.78125,4540,353,163929.065,1891,5942,16680,0.193055556,1191850.82,5224,638,65880,4.336591603
21/02/2016,5311508,943.9964809,28.14068031,54255151037,9.205332381,21889409.12,45.88743054,0.269258693,0.504801469,162.5154349,229.1418786,1.327848686,0.006153262,1.32236E+13,6.39E-07,0.001059326,26564.70318,7267520.322,26536.5625,4542,297,-36094.65258,1365,4884,17102,0.197939815,477024.0753,6281,1620,67500,4.644085135
22/02/2016,5563736,823.0750622,32.54911106,59577980579,11.45335348,20691805.54,25.72321377,0.269217791,0.599003718,96.40767839,272.2261986,1.243767669,0.010372618,1.36951E+13,7.65E-07,0.001214956,26790.36161,7405366.765,26757.8125,4801,384,-21283.02199,1889,5944,18160,0.210185185,804402.0366,6000,857,68357,5.662682089
23/02/2016,5550661,278.9182938,94.16436625,61016867321,13.38768853,23449784.21,15.12624621,0.26928582,0.591971339,50.04072946,253.8394437,1.215713853,0.019983721,1.36536E+13,7.40E-07,0.003585279,26264.16437,7554147.758,26170,4669,400,-57979.8148,1702,4297,18078,0.209236111,1550271.223,6043,845,69202,5.592879762
24/02/2016,5576291,508.8958865,52.03207134,58177356219,9.640600244,33313232.6,15.90352696,0.26947073,0.636318137,37.04724428,263.5783737,1.227322857,0.026992561,1.35724E+13,8.09E-07,0.001965038,26478.90707,7707727.05,26426.875,4705,403,-26488.31806,1848,4645,18840,0.218055556,2094707.211,6031,782,69984,6.233300787
25/02/2016,5712469,849.5079916,31.61284309,57464169480,10.69485041,41036772.91,44.47279419,0.270823041,0.622907663,84.12993271,249.0517014,1.262260638,0.011886376,1.3724E+13,7.71E-07,0.001177152,26855.36284,7875563.518,26823.75,4931,625,-38864.01492,1837,6045,19486,0.225532407,922738.8038,6599,945,70929,6.072273527
26/02/2016,6515245,525.05039,50.86164043,54600904591,13.78695176,343941720.5,85.74078386,0.278688838,0.595833588,19.35891462,212.3249899,1.39711879,0.051655789,1.44937E+13,7.34E-07,0.001904579,26704.92414,8034746.685,26654.0625,4937,497,1427102.237,3318,11017,21036,0.243472222,4011413.298,5922,716,71645,5.899538361
27/02/2016,5500646,924.2186591,28.37474469,54108259575,11.39718939,42095925.34,19.37495691,0.292198175,0.629466986,35.75407741,216.4321711,1.108958621,0.027968838,1.45845E+13,7.84E-07,0.001081995,26224.46849,8197889.796,26196.09375,5011,430,68832.85783,1818,5215,18957,0.219409722,2172697.753,5917,755,72400,6.425304391
28/02/2016,5487589,901.0998862,29.3587208,54072562583,8.787226692,12594044.15,16.15994211,0.292677918,0.62733688,99.71194589,211.7706557,1.289321236,0.010028889,1.50311E+13,7.68E-07,0.001109755,26455.13997,8368345.455,26425.78125,4823,469,-78613.25644,1505,4062,19037,0.220335648,779337.2069,6495,1287,73687,6.430797894
29/02/2016,5665354,766.82642,32.94419021,58416492222,11.17989279,21313104.69,29.95479168,0.292338531,0.61770042,109.2529482,203.7567625,1.224199297,0.009153071,1.43205E+13,7.40E-07,0.001304076,25262.47544,8529716.923,25229.53125,5016,454,-180264.7133,1920,4756,20331,0.2353125,711509.0273,7113,1668,75355,6.312315401
1/03/2016,5842695,780.9834553,33.95084033,59690933816,11.81746391,46907867.75,35.98106859,0.292775235,0.68649339,59.6471733,236.8967427,1.338953083,0.016765254,1.47374E+13,8.76E-07,0.001280437,26515.04459,8708585.668,26481.09375,5317,557,-64470.60398,1759,5138,21757,0.25181713,1303681.897,7653,1781,77136,7.626141924
2/03/2016,6096139,682.8081472,39.07876264,67322497890,14.82644199,258059264.9,72.52017254,0.296748588,0.691595406,21.85997481,231.7636087,2.39153713,0.045745707,1.53601E+13,9.40E-07,0.00146454,26683.29751,8920468.51,26644.21875,5488,761,1826418.748,1650,5414,23547,0.272534722,3558448.027,8541,2135,79271,8.389200852
3/03/2016,6259707,740.0102377,35.33273109,56545945782,16.34100443,107600131.5,51.27420252,0.309937868,0.71807258,37.08020732,238.1507947,1.327020438,0.026968566,1.59313E+13,1.01E-06,0.001351333,26146.58273,9160580.49,26111.25,5744,1219,28814.60557,1716,5336,24813,0.2871875,2098523.744,9058,2264,81535,9.26907121
4/03/2016,6238181,763.0476885,33.96317959,53626100171,13.91902282,74443890.62,49.26212976,0.314636607,0.746385628,51.50917441,252.8153111,1.388107638,0.019414017,1.60938E+13,1.10E-06,0.001310534,25915.52568,9399614.858,25881.5625,5468,923,64476.41087,1649,4167,24274,0.280949074,1511178.891,8973,2323,83858,10.33583609
5/03/2016,6753428,785.2886794,33.89815281,47489912177,13.88791821,145089147.6,50.66428595,0.31853419,0.748285007,27.19041095,239.9534955,1.476686804,0.036777671,1.71715E+13,1.12E-06,0.001273417,26619.83565,9692987.199,26585.9375,6052,1437,240643.3791,1417,2533,27101,0.313668981,2863736.158,10056,3024,86882,10.88170269
6/03/2016,6702067,674.8725689,37.69212263,47259057065,12.50181689,85759564.89,53.16374709,0.325774836,0.753505234,48.28624474,235.9499878,1.344139515,0.020709832,1.71531E+13,1.13E-06,0.001481761,25437.37962,9973552.826,25399.6875,5665,1045,125812.8088,3747,11392,27646,0.319976852,1613121.151,9723,2801,89683,11.28411817
7/03/2016,6120294,856.4251035,30.37725763,50440843854,11.4889107,106381055.1,71.92897432,0.329399806,0.693840376,52.68352825,191.4935249,1.377069032,0.018981265,1.74638E+13,9.34E-07,0.001167644,26015.84601,10239506.72,25985.46875,5623,922,79962.99437,1517,3121,23256,0.269166667,1478973.614,8041,1817,91500,9.564482173
8/03/2016,6231761,775.3557296,33.34788394,53595079870,14.53614163,262147483.1,122.0976097,0.336216975,0.685778089,36.30284454,184.4107966,2.01681026,0.027546051,1.74108E+13,9.29E-07,0.001289731,25856.47288,10487241.19,25823.125,5540,805,-119584.2633,1323,3270,24094,0.278865741,2147032.065,9468,2259,93759,9.744074056
9/03/2016,6383272,988.5925393,26.06417143,38089619702,9.542471998,33319971.67,29.62327969,0.346965741,0.730221882,69.31881085,205.5621063,1.130183361,0.014426099,1.76832E+13,1.04E-06,0.001011539,25766.84542,10756023.47,25740.78125,5219,708,-7459.653434,1415,3537,24549,0.284131944,1124790.098,9247,2249,96008,11.197
10/03/2016,6347145,1309.81419,20.34666205,30204433047,10.18434745,35801306.72,41.76034382,0.347456404,0.742383427,90.97793639,210.5905414,1.287248874,0.010991676,1.87753E+13,1.06E-06,0.000763467,26650.34666,11057522.72,26630,5478,792,71664.8075,1327,2999,24781,0.28681713,857303.9262,9809,2374,98382,11.75
11/03/2016,6133690,1367.51237,19.2479048,29035652694,10.07455925,57527753.76,61.21306836,0.347893688,0.743161871,83.02025432,208.5697225,1.491527775,0.012045253,1.92559E+13,1.05E-06,0.000731255,26321.7479,11369077.56,26302.5,4894,720,-36804.6165,1527,4162,23104,0.267407407,939795.2969,9475,1436,99818,11.95
12/03/2016,6954857,1086.462969,24.29392528,29197411911,14.28010786,41947521.92,27.55829647,0.349428311,0.760063714,51.2755284,215.120061,1.33827009,0.019502481,1.96719E+13,1.10E-06,0.000920418,26394.45018,11712144.33,26370.15625,6370,1141,-18671.44026,2092,6606,27784,0.321574074,1522137.697,9979,1874,101692,12.918
13/03/2016,7219419,1063.739719,25.64171478,30820960382,14.70441778,75670420.83,38.17452884,0.350779985,0.782930298,39.38793652,226.0937152,1.406056703,0.025388484,2.09481E+13,1.20E-06,0.00094008,27276.11046,12099629.53,27250.46875,6130,1431,125430.0199,1945,6162,28101,0.325243056,1982222.784,10160,1874,103566,14.46933333
14/03/2016,7668712,951.31292,27.78870853,28509995013,12.6466482,58383182.81,35.75956772,0.35327106,0.732087859,47.83734356,183.7681083,1.304506178,0.020904171,1.84813E+13,9.89E-07,0.001051179,26435.75746,12454881.5,26407.96875,5848,1720,-16302.11515,2544,8571,28516,0.330046296,1632659.076,10419,2049,105615,12.31675
15/03/2016,7878660,1301.280629,24.0129654,26342144976,11.77082488,70742939.29,54.85287557,0.355984182,0.745177878,60.58323343,189.5134373,1.490829549,0.016506217,1.77425E+13,1.02E-06,0.000768474,31247.60672,12852197.39,31223.59375,6166,1487,-110586.7358,2198,6863,29227,0.338275463,1289685.154,10362,1761,107376,13.1
16/03/2016,7931465,1320.081749,23.87278595,25523949148,11.06220511,45972502.28,41.55863227,0.356689317,0.727969116,70.66010058,176.3864,1.341299425,0.014152258,1.81221E+13,9.45E-07,0.000757529,31514.02904,13270122.97,31490.15625,5938,1034,-28167.89728,2299,8855,27555,0.318923611,1106208.26,9643,1530,108906,12.54533333
17/03/2016,8643874,1012.255277,31.66809802,27708932990,10.52156877,58159348.28,33.35188169,0.358530642,0.680969058,44.84250393,149.166522,1.196927792,0.022300271,1.89228E+13,8.08E-07,0.000987893,32056.19935,13641408.04,32024.53125,6782,1462,12114.53147,4701,18509,33507,0.3878125,1743810.104,10279,1624,110530,11.02888889
18/03/2016,8365068,1141.34803,27.43268868,26302902480,13.63362295,32094673.66,13.62576156,0.358925489,0.674673743,33.21165908,141.3093251,1.020914732,0.030109908,1.83177E+13,7.82E-07,0.000876157,31310.24519,13960178.94,31282.8125,6531,1211,77079.03462,3263,12670,31797,0.368020833,2355440.722,10754,1818,112348,10.92138462
19/03/2016,9086749,725.3714011,44.28537964,29326753003,7.192988068,21780798.73,27.51762909,0.358587706,0.659242076,98.8730693,134.2118554,1.156058902,0.010113978,1.91183E+13,7.36E-07,0.001378604,32123.34788,14298304.26,32079.0625,6491,707,-11747.30237,8290,6459,34762,0.402337963,791521.6334,9578,1226,113574,10.524
20/03/2016,8714052,885.0937462,35.72885385,26655411712,9.092172382,33842898.69,60.90584507,0.358023478,0.647171346,140.8988606,129.7107162,1.236792372,0.007097289,1.94518E+13,7.02E-07,0.001129824,31623.3851,14622307.17,31587.65625,6427,670,-61807.02406,5145,6812,32429,0.375335648,555659.291,10071,1436,115010,10.268
21/03/2016,8977661,968.0951414,32.46238907,26198708915,11.24725624,31736491.89,35.6396479,0.35801099,0.699413618,87.95583591,147.9637297,1.202314675,0.011369342,1.91832E+13,7.96E-07,0.001032956,31426.68114,14966995.25,31394.21875,6859,771,5344.505588,4508,17963,32494,0.376087963,890482.7562,10316,1384,116394,11.909
22/03/2016,9194297,1214.178837,26.1394891,23516912695,13.58145965,19588899.67,28.61510051,0.357650435,0.676321953,114.4593333,137.3306196,1.227507829,0.008736727,1.99622E+13,7.30E-07,0.000823602,31738.01449,15334964.61,31711.875,6834,708,-222296.9239,5644,38630,32858,0.380300926,684565.1184,9765,1127,117521,11.201
